[0.000000] (-) TimerEvent: {}
[0.001441] (-) JobUnselected: {'identifier': 'chomp_motion_planner'}
[0.001539] (-) JobUnselected: {'identifier': 'cmake_generate_parameter_module_example'}
[0.001588] (-) JobUnselected: {'identifier': 'dual_arm_panda_moveit_config'}
[0.001632] (-) JobUnselected: {'identifier': 'generate_parameter_library'}
[0.001674] (-) JobUnselected: {'identifier': 'generate_parameter_library_example'}
[0.001712] (-) JobUnselected: {'identifier': 'generate_parameter_library_py'}
[0.001749] (-) JobUnselected: {'identifier': 'generate_parameter_module_example'}
[0.001787] (-) JobUnselected: {'identifier': 'geometric_shapes'}
[0.001840] (-) JobUnselected: {'identifier': 'hello_moveit'}
[0.001885] (-) JobUnselected: {'identifier': 'jakes_pendulum_moveit_config'}
[0.001935] (-) JobUnselected: {'identifier': 'moveit'}
[0.001974] (-) JobUnselected: {'identifier': 'moveit2_tutorials'}
[0.002028] (-) JobUnselected: {'identifier': 'moveit_common'}
[0.002073] (-) JobUnselected: {'identifier': 'moveit_configs_utils'}
[0.002117] (-) JobUnselected: {'identifier': 'moveit_core'}
[0.002599] (-) JobUnselected: {'identifier': 'moveit_drake'}
[0.002661] (-) JobUnselected: {'identifier': 'moveit_hybrid_planning'}
[0.002702] (-) JobUnselected: {'identifier': 'moveit_kinematics'}
[0.002744] (-) JobUnselected: {'identifier': 'moveit_msgs'}
[0.002842] (-) JobUnselected: {'identifier': 'moveit_planners'}
[0.002902] (-) JobUnselected: {'identifier': 'moveit_planners_chomp'}
[0.002941] (-) JobUnselected: {'identifier': 'moveit_planners_ompl'}
[0.002973] (-) JobUnselected: {'identifier': 'moveit_planners_stomp'}
[0.003007] (-) JobUnselected: {'identifier': 'moveit_plugins'}
[0.003043] (-) JobUnselected: {'identifier': 'moveit_py'}
[0.003078] (-) JobUnselected: {'identifier': 'moveit_resources'}
[0.003110] (-) JobUnselected: {'identifier': 'moveit_resources_fanuc_description'}
[0.003143] (-) JobUnselected: {'identifier': 'moveit_resources_fanuc_moveit_config'}
[0.003178] (-) JobUnselected: {'identifier': 'moveit_resources_jakes_pendulum_description'}
[0.003249] (-) JobUnselected: {'identifier': 'moveit_resources_panda_description'}
[0.003287] (-) JobUnselected: {'identifier': 'moveit_resources_panda_moveit_config'}
[0.003404] (-) JobUnselected: {'identifier': 'moveit_resources_pr2_description'}
[0.003454] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_ikfast_manipulator_plugin'}
[0.003485] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_moveit_config'}
[0.003515] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_pg70_support'}
[0.003545] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_support'}
[0.003576] (-) JobUnselected: {'identifier': 'moveit_ros'}
[0.003606] (-) JobUnselected: {'identifier': 'moveit_ros_benchmarks'}
[0.003637] (-) JobUnselected: {'identifier': 'moveit_ros_control_interface'}
[0.003668] (-) JobUnselected: {'identifier': 'moveit_ros_move_group'}
[0.003697] (-) JobUnselected: {'identifier': 'moveit_ros_occupancy_map_monitor'}
[0.003727] (-) JobUnselected: {'identifier': 'moveit_ros_perception'}
[0.003755] (-) JobUnselected: {'identifier': 'moveit_ros_planning_interface'}
[0.003785] (-) JobUnselected: {'identifier': 'moveit_ros_robot_interaction'}
[0.003829] (-) JobUnselected: {'identifier': 'moveit_ros_tests'}
[0.003859] (-) JobUnselected: {'identifier': 'moveit_ros_trajectory_cache'}
[0.003887] (-) JobUnselected: {'identifier': 'moveit_ros_visualization'}
[0.003915] (-) JobUnselected: {'identifier': 'moveit_ros_warehouse'}
[0.003944] (-) JobUnselected: {'identifier': 'moveit_runtime'}
[0.003973] (-) JobUnselected: {'identifier': 'moveit_servo'}
[0.004001] (-) JobUnselected: {'identifier': 'moveit_setup_app_plugins'}
[0.004033] (-) JobUnselected: {'identifier': 'moveit_setup_assistant'}
[0.004064] (-) JobUnselected: {'identifier': 'moveit_setup_controllers'}
[0.004095] (-) JobUnselected: {'identifier': 'moveit_setup_core_plugins'}
[0.004125] (-) JobUnselected: {'identifier': 'moveit_setup_framework'}
[0.004156] (-) JobUnselected: {'identifier': 'moveit_setup_srdf_plugins'}
[0.004187] (-) JobUnselected: {'identifier': 'moveit_simple_controller_manager'}
[0.004239] (-) JobUnselected: {'identifier': 'moveit_visual_tools'}
[0.004269] (-) JobUnselected: {'identifier': 'parameter_traits'}
[0.004298] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner'}
[0.004327] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner_testutils'}
[0.004358] (-) JobUnselected: {'identifier': 'rviz_visual_tools'}
[0.004394] (moveit_ros_planning) JobQueued: {'identifier': 'moveit_ros_planning', 'dependencies': OrderedDict([('generate_parameter_library_py', '/home/jake/moveit2_ws_main/install/generate_parameter_library_py'), ('geometric_shapes', '/home/jake/moveit2_ws_main/install/geometric_shapes'), ('moveit_common', '/home/jake/moveit2_ws_main/install/moveit_common'), ('moveit_configs_utils', '/home/jake/moveit2_ws_main/install/moveit_configs_utils'), ('moveit_msgs', '/home/jake/moveit2_ws_main/install/moveit_msgs'), ('moveit_resources_panda_description', '/home/jake/moveit2_ws_main/install/moveit_resources_panda_description'), ('moveit_resources_pr2_description', '/home/jake/moveit2_ws_main/install/moveit_resources_pr2_description'), ('parameter_traits', '/home/jake/moveit2_ws_main/install/parameter_traits'), ('generate_parameter_library', '/home/jake/moveit2_ws_main/install/generate_parameter_library'), ('moveit_resources_panda_moveit_config', '/home/jake/moveit2_ws_main/install/moveit_resources_panda_moveit_config'), ('moveit_core', '/home/jake/moveit2_ws_main/install/moveit_core'), ('moveit_ros_occupancy_map_monitor', '/home/jake/moveit2_ws_main/install/moveit_ros_occupancy_map_monitor')])}
